555,160341,0.3727509599347019,980126214
606,2011,0.6749299889391198,1171325863
517,4677,0.35046794898528744,1487956062
525,3033,0.69082939034219,1476476631
381,63082,0.7776415651817946,1278632832
515,110281,0.7524883855328085,1513602040
537,7335,0.6946164704238991,1424141915
58,95175,0.7966434822132421,847719203
310,2683,0.551410644868535,1078649333
274,2403,0.6836844112682607,1284685425
599,56782,0.6807238940351923,1498521619
135,2253,0.38000857199796845,1009692784
610,33794,0.8156564943710529,1493844834
560,69481,0.7964648396729633,1469648812
555,4080,0.6520382670702698,980125287
409,3130,0.4666787268457159,968978193
599,8934,0.3702824712369751,1498533305
497,19,0.5731778578628901,1429127195
474,1399,0.5979145979069027,1081177904
338,36477,0.6811748223871006,1530148463
311,5992,0.6754604553882547,1057854687
599,140359,0.6373019828191043,1498542459
18,177593,0.8529044860948287,1534007386
570,318,0.8137081620995588,1181476497
380,39446,0.5713950115142651,1494071453
500,1265,0.6977615567937606,1005527801
211,106648,0.6321105467149293,1350912462
232,5064,0.7764398975581006,1184190220
418,7010,0.6340260675962829,1461865567
516,62394,0.3947963741814566,994625023
391,3897,0.752334606130801,1032388454
73,103249,0.6470182296609258,1464282975
226,4446,0.6112992900318224,1095749323
224,3955,0.6687343495493145,971811884
182,5530,0.3854102240552143,1055155865
550,93363,0.6144941324669712,1488728339
451,2983,0.7037047093721263,854089243
600,97923,0.5068020573445069,1237709219
188,5818,0.6918170793156994,962560143
136,239,0.44612460983747604,832450019
380,2948,0.815112325903314,1493473806
124,1092,0.6420259924422295,1336409634
525,5147,0.6275776644897959,1476475973
159,84374,0.45894249786415414,1508641099
154,106,0.7341823842168205,1486297269
339,33794,0.785520593760205,1460186754
182,2243,0.6150771190718438,1055154951
193,7319,0.49934958211666636,1435857309
599,42418,0.5308843224283838,1498522973
192,91261,0.6928016721179728,835129257
36,38038,0.5427361757799394,1100803362
485,2278,0.6720373492474293,837943260
422,8593,0.6684135795082127,1010279539
219,80860,0.5217714212031903,1194681374
552,4161,0.4375480311805495,1111473094
376,96430,0.6877092891176645,1364932898
307,3955,0.2992285371238418,1186173881
99,127052,0.6734391864343894,829828006
445,5779,0.39657120213989877,1454621684
77,91842,0.5494666138068449,1535107569
414,5025,0.520394611958145,1024664440
305,1591,0.5844803753901495,1533113699
308,1089,0.3826247073113204,1421374372
166,260,0.8336639147318599,1188926253
45,832,0.752298708672295,1121724761
237,993,0.5028674936685087,1410631564
204,2583,0.6236027805018207,1327183205
7,5927,0.5630595385600123,1106636534
246,1192,0.7843810126296646,1354124276
17,5971,0.7501200877129872,1326943200
503,500,0.5502200433531808,1335219433
378,5611,0.602326250296169,1445347872
177,80489,0.7439838947548023,1435525424
226,4025,0.5235442942898834,1114838884
473,48082,0.726829823255225,1169351881
260,6350,0.7029659121682297,1109410950
517,1367,0.5593291226927346,1487954306
105,3409,0.690925383644951,1446750467
354,3737,0.7203485732086403,1200870149
486,79,0.596126788347644,839536920
455,26854,0.48079681739878083,836436000
337,1941,0.6409685763469964,860255929
555,4081,0.3424981714189612,980125364
18,1207,0.7883754493207977,1455050736
448,127132,0.44778920524726484,1498995013
39,2505,0.5287266497525004,974788481
517,46337,0.2932312145486111,1487956310
84,4703,0.4957572944245584,857653289
140,7264,0.7063779902876388,997958529
385,2296,0.3290664025341675,865025073
182,1215,0.8290272263880126,1077070406
318,4226,0.8125513104251814,1347180239
182,1835,0.5918781706534315,1075859248
226,53129,0.796744659969461,1197925599
584,231,0.5609752345461162,834987145
552,3006,0.6320885131808055,1111473146
45,116799,0.696067569163549,950740986
206,143472,0.33361125903868627,850763507
197,112497,0.30492503064090615,947462751
103,71745,0.5170855018022246,1431955479
163,102084,0.5550640557949829,894217532
509,111384,0.6814062138547781,1435992855
8,50942,0.6233223386294452,839463856
567,6196,0.5046714707387441,1525289956
90,1057,0.6939782918723874,856354399
166,3563,0.4530115915920079,1189038035
404,41997,0.6444405529483272,838376195
82,81191,0.6314203755914911,1084467496
449,2692,0.7226674216905029,1053200189
217,2643,0.35054686613070096,955941703
307,34530,0.644084957759185,1186259536
179,8610,0.23867365543874594,852115325
573,5525,0.6780421879523676,1415675757
304,5943,0.5292923875568446,891173581
387,1938,0.6810741464861959,1144557869
590,4995,0.7843385840663967,1258416711
571,101025,0.4271129040189827,966901288
252,1342,0.4504990860109298,1498284953
438,8864,0.44927119000578497,1107657890
474,7099,0.7580239353532915,1115584841
464,5254,0.5722655475919736,1325594173
17,98491,0.785638728498021,1305696820
606,26152,0.6478761494802543,1171361707
107,832,0.6684686158484469,832003755
536,76077,0.592033765156578,832839848
164,5485,0.5939074553039341,999707976
106,155509,0.6971079741788868,1467360763
32,8989,0.6491809935858187,856737082
370,2681,0.49532031572238566,1159161964
483,94780,0.5011733458679477,1415577357
486,104863,0.4373721836205648,839537186
274,157407,0.2622008213528043,1173041159
357,88129,0.7131686487814362,1348611991
563,78772,0.39198799390293004,1441845635
600,1033,0.6183174494358372,1237851805
585,5424,0.6340083003373254,1307581851
378,99114,0.7476359187994649,1445346195
240,5103,0.6864441879873846,849122434
315,2863,0.49270725277558747,939920661
311,33801,0.4675413112509974,1057854321
408,71867,0.6377245755911456,1468057563
315,48394,0.6498624955340898,939920661
514,1641,0.6772192375975946,1533948960
511,139385,0.765093012107265,1522156030
